flex_index,flex_middle,flex_ring,accel_x,accel_y,accel_z,gyro_x,gyro_y,label
4095,3088,3917,12992,7516,-6912,2515,-2639,my
4095,3024,3916,10832,8120,-6444,-1299,871,my
4095,2999,3913,13320,7948,-6568,2359,1911,my
4095,3006,3909,11620,6228,-9652,3911,174,my
4095,2992,3920,11432,2628,-12200,3858,4538,my
4095,3152,3909,11880,3288,-10016,4548,-3868,my
4095,3179,3901,14344,6124,-9148,-183,1941,my
4095,3168,3907,10228,4680,-11756,1218,-2249,my
4095,3056,3921,7384,5796,-10992,-4876,-3944,my
4095,2877,3913,5456,6332,-12244,-985,-367,my
4095,3178,3922,8128,5656,-10596,3872,2617,my
4095,3185,3916,13020,3008,-11692,-1123,11521,my
4095,3169,3903,7996,6460,-11588,607,-11866,my
4095,3133,3920,3312,7864,-12360,-545,-2900,my
4095,3207,3890,8048,8740,-12784,4262,11136,my
4095,3134,3898,7552,7128,-11524,-10191,2697,my
4095,3209,3120,10152,8452,-10688,-8742,3146,my
4095,3071,2923,12624,7420,-6864,-13513,1993,my
4095,3175,2777,17196,1996,-3172,-2815,1735,my
4095,3182,2685,11064,6340,-5688,-5724,-5163,my
4095,3110,2710,16064,1100,-4228,4980,-66,my
4095,3157,2698,15476,6320,-6948,-933,2042,my
4095,2992,2672,14064,-6092,96,-413,2041,my
4095,2960,2680,16184,2112,-3860,653,2901,my
4095,2925,2687,17060,-2344,-988,97,2402,my
4095,2939,2721,16884,808,-2200,4982,2112,my
4095,3058,2686,17276,9568,-5652,719,3620,my
4095,2960,2646,14788,3672,-2564,-6699,97,my
4095,2907,2647,21288,-13340,2468,-419,-419,my
4095,2938,2707,16408,1384,-2084,8216,5184,my
4095,2815,2693,14196,9600,-4344,-1527,676,my
4095,2771,2669,15420,-6772,1956,-5761,-563,my
4095,3009,2706,19372,-5384,-936,1925,939,my
4095,2982,2672,11584,11232,-3540,-2712,-910,my
4095,2811,2662,15176,-4656,856,-4417,-2102,my
4095,2963,2683,18976,-10004,1880,662,1916,my
4095,2902,2670,22624,-4,-6512,1155,-7507,my
4095,2989,2721,14384,4900,-4320,6808,3654,my
4095,2849,2733,13340,-932,-936,-10874,785,my
4095,2871,2694,18516,1044,-3140,9945,5515,my
4095,2944,2686,11576,9172,-3172,-8402,-2616,my
4095,2878,2720,19104,-4400,28,6620,1701,my
4095,2873,2704,13200,11060,-3832,-5765,2512,my
4095,2843,2726,19912,-13872,912,1380,3828,my
4095,2919,2733,14524,8252,-3520,2065,955,my
4095,3184,2739,14232,6608,-4124,-2470,-33,my
4095,3187,2767,15876,-300,-2080,-2013,994,my
4095,3180,2736,17072,-1120,-1108,-845,1206,my
4095,3179,2725,15688,1424,-1548,-1661,593,my
4095,3179,2657,15956,-124,-1660,-711,608,my
4095,3173,2695,15968,212,-1792,-321,953,my
4095,3175,2689,16192,184,-1600,-482,656,my
4095,3178,2672,13928,-1128,-1424,230,1899,my
4095,2985,2677,20404,1064,-4676,3059,-2057,my
4095,3058,2672,16264,148,-5620,-1045,810,my
4095,3184,2756,15464,-2868,-2336,-3025,444,my
4095,3185,2736,15924,-2172,-3492,-852,834,my
4095,3186,2725,15108,-616,-4424,-122,258,my
4095,3165,2704,15092,-988,-4072,-652,711,my
4095,2929,2693,15600,-940,-3592,-87,1114,my
4095,2999,2715,15672,-2408,-3220,-525,-189,my
4095,3088,2735,23908,1988,-9016,-2711,3919,my
4095,2973,2719,11952,1980,-5268,-1706,-274,my
4095,3129,2679,13676,1212,-6656,427,2491,my
4095,2993,2692,14292,-200,-5492,211,2206,my
4095,2970,2707,14772,-172,-5140,-244,1019,my
4095,3177,2725,15704,-1032,-5348,152,700,my
4095,3173,2689,15212,-1244,-4928,120,1069,my
4095,3179,2697,15336,-1204,-5064,-667,1518,my
4095,3061,2670,15392,-824,-4716,-695,595,my
4095,3183,2690,15720,-1104,-4836,-798,282,my
4095,3183,2705,15640,-1060,-4712,-1336,983,my
4095,3184,2736,15328,-672,-4532,-399,650,my
4095,3184,2691,10012,524,-2636,230,101,my
4095,3184,2700,17316,-984,-5552,-98,-274,my
4095,3184,2727,19764,-5388,-6568,-1122,426,my
4095,3184,2745,15536,-3960,-2680,-515,1762,my
4095,3184,2699,15404,-2704,-4236,-500,1398,my
4095,3185,2711,14196,-2832,-3940,-416,827,my
4095,3028,2671,15120,-2500,-4204,-643,1172,my
4095,3181,2774,14440,-2464,-3384,-561,725,my
4095,3173,2687,16072,-4488,-3620,-4024,1645,my
4095,3171,2711,17592,-88,-5824,370,1692,my
4095,3183,2653,10280,-908,-3688,-368,-1151,my
4095,3184,2646,15096,-1340,-5788,-1238,962,my
4095,3094,2672,15876,8,-5444,-616,1922,my
4095,3182,2641,16672,-900,-5304,-741,791,my
4095,3121,2670,15272,-388,-5008,-741,724,my
4095,3120,2613,15180,-292,-5096,-674,741,my
4095,3110,2645,15088,-88,-5316,-96,1376,my
4095,3175,2646,14892,-372,-5272,-523,1001,my
4095,3171,2642,15540,-100,-5060,-169,1249,my
4095,3170,2599,15076,-748,-5184,-399,1249,my
4095,3171,2640,15224,-344,-5012,-266,961,my
4095,3108,2647,15744,-768,-4788,-184,868,my
4095,3177,2639,15596,-436,-4868,-509,632,my
4095,3176,2657,15412,-428,-5072,-562,669,my
4095,3147,2640,14992,-644,-4700,-16,1260,my
4095,3179,2685,15064,-572,-4964,-320,1526,my
4095,3093,2646,14552,-380,-4996,-757,590,my
4095,3129,2687,15364,-588,-5100,-218,1251,my
4095,3071,2699,15400,-720,-5108,-119,948,my
4095,3071,2671,15716,-704,-4952,-267,605,my
4095,3071,2677,15180,-580,-4820,-594,929,my
4095,3179,2629,15196,-468,-4900,-336,983,my
4095,3181,2683,15404,-440,-4756,-462,757,my
4095,3172,2617,15832,-1248,-4804,-488,720,my
4095,3181,2655,15728,-668,-4912,-634,975,my
4095,3179,2656,15668,-600,-4760,-478,974,my
4095,3179,2671,15264,-568,-4800,-661,910,my
4095,3183,2701,15468,-652,-4580,-131,990,my
4095,3182,2630,15240,-572,-4372,-335,963,my
4095,3143,2675,15804,-628,-4508,-389,993,my
4095,3180,2656,15788,-616,-4832,-516,757,my
4095,3179,2666,15736,-1248,-4568,-413,959,my
4095,3152,2652,15500,-816,-4416,-209,1027,my
4095,3182,2644,15964,-684,-4264,-352,800,my
4095,3088,2640,15484,-652,-4352,-247,864,my
4095,3171,2650,15140,-708,-4136,-547,287,my
4095,3090,2672,16004,-940,-4192,-244,840,my
4095,3031,2667,15384,-504,-4112,-289,1022,my
4095,3133,2657,14752,-936,-3740,-826,350,my
4095,3177,2645,12224,-1008,-4308,-257,1825,my
4095,3101,2642,20012,1344,-5900,2287,1849,my
4095,3071,2653,13888,-2340,-1584,658,4490,my
4095,3179,2655,15004,-3204,-2548,-961,-643,my
4095,3155,2667,15880,-2632,-3160,-472,941,my
4095,3154,2654,15544,-3272,-2800,-1239,919,my
4095,3159,2640,15684,-2572,-2268,-713,2080,my
4095,3146,2634,16244,-2596,-2372,-284,1442,my
4095,3147,2624,15960,-2596,-2608,-126,1126,my
4095,3165,2627,16316,-2544,-1996,-383,725,my
4095,3177,2643,16476,-2616,-2800,-344,230,my
4095,3175,2641,15848,-2320,-2756,-407,864,my
4095,3150,2631,15832,-2108,-2596,-561,1125,my
4095,3145,2643,15992,-2588,-2708,-718,521,my
4095,3119,2666,15628,-2608,-2508,-380,878,my
4095,3177,2669,16116,-2420,-2148,-783,437,my
4095,3183,2669,14788,-2252,-2680,-671,802,my
4095,3183,2671,15852,-2644,-2344,-251,946,my
4095,3181,2689,15720,-2588,-2876,-638,569,my
4095,3181,2717,16156,-2836,-2648,-359,862,my
4095,3175,2689,15584,-2792,-2592,30,1684,my
4095,3184,2672,14720,-2564,-2740,-552,745,my
4095,3184,2652,16272,-2632,-2736,-657,254,my
4095,3178,2593,14624,-2468,-3160,-412,848,my
4095,3184,2640,15772,-2528,-2576,-384,679,my
4095,3184,2653,15644,-2652,-2816,-426,515,my
4095,3184,2688,15312,-2672,-2784,-441,767,my
4095,3182,2682,15364,-2516,-2760,-94,858,my
4095,3179,2691,15976,-2460,-2780,-118,958,my
4095,3179,2685,15788,-2148,-2508,33,1806,my
4095,3175,2672,15904,-2532,-2512,-576,654,my
4095,3184,2633,15708,-2384,-2816,-115,960,my
4095,3179,2682,15608,-2512,-2788,-124,323,my
4095,3178,2638,15968,-2948,-3040,-223,670,my
4095,3177,2629,15844,-2708,-2648,-295,894,my
4095,3178,2651,15488,-2780,-2792,-513,928,my
4095,3179,2663,15900,-3012,-2628,-265,1075,my
4095,3181,2643,15764,-2560,-2800,-431,780,my
4095,3171,2666,16172,-3188,-2888,-249,756,my
4095,3175,2649,15720,-3060,-2480,168,460,my
4095,3174,2640,15832,-2908,-3224,-364,-207,my
4095,3169,2608,15536,-2612,-3360,-506,914,my
4095,3175,2559,16108,-3016,-3256,-694,633,my
4095,3174,2624,16048,-2920,-3272,-519,712,my
4095,3179,2624,15516,-2780,-3132,-481,719,my
4095,3171,2641,15352,-2816,-3076,-509,876,my
4095,3173,2623,16156,-3208,-3064,-520,1191,my
4095,3170,2597,16092,-3152,-2852,-507,766,my
4095,2430,3799,15588,4132,4144,27,1223,name
4095,2362,3819,14964,3548,4920,-415,3721,name
4095,2132,3855,15288,4868,5212,-614,584,name
4095,2166,3870,15044,4508,5420,-404,840,name
4095,2288,3856,15192,4664,5216,-587,863,name
4095,2100,3869,14820,4740,5680,-372,1393,name
4095,2061,3867,14736,4844,5436,-198,1202,name
4095,2035,3824,15408,3972,5132,104,265,name
4095,2031,3824,15116,4572,4864,-315,579,name
4095,2032,3815,15448,4120,4804,-308,869,name
4095,2070,3831,15528,4164,4664,-385,919,name
4095,2085,3799,15308,4144,4412,-362,624,name
4095,2066,3782,15616,4384,4408,-509,776,name
4095,2151,3861,15548,4236,4268,-707,811,name
4095,2096,3856,15468,3864,4788,-209,533,name
4095,2100,3816,15304,4992,4188,-840,802,name
4095,2135,3871,15384,4692,4188,-1036,1004,name
4095,2131,3859,15256,3860,4452,-340,901,name
4095,2117,3811,15424,4208,4704,-654,884,name
4095,2112,3867,15492,4484,4408,-300,868,name
4095,2106,3827,15312,4184,4536,-252,807,name
4095,2097,3834,15368,4700,4384,-729,838,name
4095,2087,3807,15420,4440,4472,-599,873,name
4095,2099,3860,15420,4244,4448,-385,814,name
4095,2083,3855,15420,4424,4584,-396,845,name
4095,2096,3838,15384,4388,4608,-396,832,name
4095,2090,3834,15456,4196,4468,-445,801,name
4095,2091,3856,15432,4216,4332,-432,877,name
4095,2096,3856,15336,4216,4516,-366,821,name
4095,2070,3863,15304,4276,4524,-414,826,name
4095,2077,3844,15428,4144,4404,-464,804,name
4095,2080,3875,15284,4384,4688,-466,866,name
4095,2100,3839,15352,4164,4512,-425,904,name
4095,2091,3820,15440,4240,4412,-485,837,name
4095,2080,3817,15480,4268,4416,-427,877,name
4095,2091,3870,15368,4116,4400,-375,794,name
4095,2083,3841,15504,4264,4404,-438,934,name
4095,2075,3868,15388,4228,4336,-485,850,name
4095,2071,3824,15448,4060,4740,-553,708,name
4095,3147,3635,16652,4516,6120,-7331,-4750,name
4095,3157,3086,11900,-2364,4540,-3559,7610,name
4095,3236,2928,5552,-16712,4444,-3636,-1989,name
4095,3220,2951,4972,-15800,3668,-463,1594,name
4095,3222,3266,4012,-14640,3216,-1771,1024,name
4095,3217,3001,3344,-16692,2868,773,2045,name
4095,3213,3127,4404,-15548,2440,-1088,369,name
4095,3216,3266,3708,-14300,2672,726,315,name
4095,3216,3361,5708,-15704,2216,1145,1179,name
4095,3219,3183,4284,-15684,2636,-1573,900,name
4095,3211,2940,4044,-15776,2016,-132,1030,name
4095,3211,2960,3900,-15668,2224,-826,812,name
4095,3211,3019,3948,-15488,1628,-617,1022,name
4095,3211,2905,3512,-14472,1760,-1110,472,name
4095,3207,2928,4164,-14500,696,-2824,982,name
4095,3203,2913,3548,-15856,1004,171,-8,name
4095,3209,3273,3612,-15120,1784,-43,200,name
4095,3215,3248,3716,-15468,1688,-61,69,name
4095,3218,3312,4084,-14716,1920,-169,509,name
4095,3217,3193,4640,-16196,1308,-1382,865,name
4095,3213,3186,4528,-15820,884,209,1705,name
4095,3212,3268,4272,-15144,1292,-2244,1289,name
4095,2901,3235,5092,-15724,1400,-101,201,name
4095,2841,3271,4296,-15020,2620,218,1668,name
4095,2783,3255,3644,-12956,1832,-1864,1827,name
4095,2655,3280,3756,-16964,772,-1433,582,name
4095,2664,3200,3692,-16184,476,-37,1158,name
4095,2679,3183,3464,-15916,592,-505,842,name
4095,2719,3167,3108,-15636,244,-924,616,name
4095,2748,3178,3528,-15528,108,-350,953,name
4095,2640,3199,2252,-17072,308,1220,974,name
4095,2624,3205,2260,-15100,1764,2467,1017,name
4095,2650,3299,1836,-14420,3392,1738,1035,name
4095,2618,3363,3424,-15288,3700,-1010,420,name
4095,2542,3287,5184,-15072,3672,537,1822,name
4095,2557,3264,4724,-15068,4312,57,3150,name
4095,2512,3248,3204,-15784,4240,-273,2684,name
4095,2481,3235,4072,-16296,4456,19,1146,name
4095,2604,3226,3804,-15036,4684,-117,994,name
4095,2522,3226,3812,-14620,4260,95,1092,name
4095,2559,3242,2900,-12820,4444,-987,574,name
4095,2544,3198,5172,-16800,3420,-2786,-562,name
4095,2535,3169,4432,-16340,2032,-369,-121,name
4095,2512,3173,3860,-15664,1968,-677,357,name
4095,2475,3160,3700,-16188,1452,-438,405,name
4095,2481,3168,856,-16216,1580,961,413,name
4095,2421,3163,3120,-15680,1744,-546,-1701,name
4095,2542,3161,3392,-15144,2468,290,-1336,name
4095,2544,3190,2956,-15668,1872,-27,-463,name
4095,2559,3200,2540,-16556,2632,-799,409,name
4095,2512,3216,2672,-15376,3752,2624,902,name
4095,2523,3539,3332,-13508,4804,1711,3043,name
4095,2291,3456,3500,-14984,4348,87,610,name
4095,2320,3504,3452,-14756,5764,232,426,name
4095,2317,3477,3080,-14288,5996,-567,203,name
4095,2239,3461,5284,-14672,5872,1294,1076,name
4095,2197,3469,4008,-13312,6844,-303,464,name
4095,2265,3605,4540,-15556,6452,-353,368,name
4095,2201,3449,4048,-13564,6876,-503,682,name
4095,2262,3453,3940,-13984,6476,-1352,939,name
4095,2155,3468,3420,-15624,5356,-1502,659,name
4095,2305,3378,2748,-15196,4188,-1991,1060,name
4095,2255,3215,3004,-15944,4044,-2183,636,name
4095,2279,3220,2688,-14632,2416,-2591,617,name
4095,2256,3175,2696,-16600,700,-3256,-34,name
4095,2241,3154,3100,-15932,132,-1671,213,name
4095,2214,3157,2676,-15252,-756,-1226,640,name
4095,2209,3151,2312,-15932,-968,-1016,816,name
4095,2171,3141,2044,-16208,-1176,-548,1015,name
4095,2185,3137,1736,-15976,-1612,-803,542,name
4095,2131,3133,1544,-15768,-1500,-520,1097,name
4095,2155,3120,1088,-15532,-2188,-622,950,name
4095,2101,3126,1472,-16208,-2340,-336,507,name
4095,2203,3122,1140,-15812,-2232,-797,825,name
4095,2087,3137,1348,-15464,-2088,-361,783,name
4095,2091,3133,1156,-16000,-2260,-535,459,name
4095,2133,3137,1688,-17720,-2272,1945,1271,name
4095,2103,3151,1808,-16232,-512,1849,321,name
4095,2165,3205,1772,-14800,1048,1758,1649,name
4095,2109,3407,2368,-16084,1384,-2763,354,name
4095,2211,3349,4088,-16176,2496,2065,1708,name
4095,2257,3303,2780,-14736,3980,-1932,441,name
4095,2274,3294,3216,-15664,2972,412,2175,name
4095,2203,3238,2984,-16052,3896,119,1535,name
4095,2222,3281,2840,-16768,3132,-42,478,name
4095,2262,3248,2072,-15736,3492,58,952,name
4095,2205,3235,1488,-16268,3092,-754,706,name
4095,2171,3232,1996,-15552,3976,-547,936,name
4095,2213,3231,1884,-15876,3492,-933,889,name
4095,2207,3202,2136,-14756,3680,-457,3839,name
4095,2164,3179,3016,-15676,3720,-1966,2273,name
4095,2166,3177,2052,-15776,4184,227,1376,name
4095,2160,3177,2392,-16012,3652,-465,699,name
4095,2142,3166,2340,-14012,2508,-1672,-426,name
4095,2169,3184,1972,-15764,1588,-2902,-115,name
4095,2160,3163,3088,-16784,304,-1399,704,name
4095,2319,3158,2316,-15936,-372,-1691,108,name
4095,2240,3153,1428,-15884,-728,-428,-56,name
4095,2238,3147,2032,-15448,-1444,-1007,1196,name
4095,2286,3147,2248,-15748,-1460,-1316,338,name
4095,2255,3135,2284,-15684,-1572,-833,876,name
4095,2210,3134,2252,-15332,-1724,-838,617,name
4095,2190,3128,1876,-15624,-2196,-393,775,name
4095,2205,3125,1924,-15696,-2080,-481,855,name
4095,2211,3138,712,-15172,-2852,-483,537,name
4095,2221,3135,1760,-16176,-2584,1252,1698,name
4095,2231,3141,656,-16292,-1468,-749,-1255,name
4095,2197,3167,2120,-16340,-1040,94,-602,name
4095,2208,3216,1660,-15772,-1460,-703,-97,name
4095,2210,3137,1712,-16396,-1228,-855,790,name
4095,2221,3153,1440,-15972,-1080,-865,681,name
4095,2209,3148,1152,-16480,-1084,1084,1909,name
4095,2261,3162,1164,-15736,-1476,-325,770,name
4095,2223,3172,2704,-15388,-704,-145,876,name
4095,2253,3189,2156,-15744,-1248,-479,897,name
4095,2219,3182,2376,-16040,-1200,242,1284,name
4095,2309,3186,1028,-15392,-700,-424,851,name
4095,2327,3195,2028,-16196,-1088,-129,559,name
4095,2368,3210,1500,-15704,-1256,-26,156,name
4095,2480,3203,1820,-16228,-828,-869,445,name
4095,2416,3183,1628,-15620,-996,426,1951,name
4095,2369,3149,1544,-15864,-832,-96,997,name
4095,2388,3110,1604,-16408,-1132,-825,608,name
4095,2321,3185,1804,-16520,-1620,-1190,247,name
4095,2299,3158,2080,-16588,-1644,1586,1560,name
4095,2311,3171,1868,-17060,-80,1013,2082,name
4095,2224,3166,1936,-14800,1988,1681,1196,name
4095,2236,3131,1884,-16492,1828,-1081,798,name
4095,2243,3131,2228,-16164,1724,-452,931,name
4095,2288,3122,3120,-15568,1952,-484,2124,name
4095,2263,3124,2868,-15600,1384,-939,2986,name
4095,2255,3124,2068,-15716,1552,-784,3122,name
4095,2200,3119,2028,-15720,1952,-1634,1462,name
4095,2224,3119,2680,-15580,1428,-531,821,name
4095,2239,3126,3292,-15648,1444,-867,649,name
4095,2272,3120,3548,-15464,1244,-499,752,name
4095,2297,3119,3944,-15804,1196,-551,1004,name
4095,2303,3117,5200,-16700,2120,-405,2147,name
4095,2506,3121,3224,-14848,1808,-2561,1831,name
4095,2517,3127,3116,-15596,2080,-393,971,name
4095,2538,3119,3468,-15780,1996,-601,185,name
4095,2410,3120,712,-15952,1332,259,-1257,name
4095,2378,3118,1728,-15800,2572,-131,-2796,name
4095,2384,3120,2464,-15464,2280,363,-2811,name
4095,2401,3120,3644,-15252,2252,-777,-2059,name
4095,2350,3121,4180,-15840,1836,-290,897,name
4095,2286,3141,3348,-15804,2088,-346,1023,name
4095,2266,3134,3268,-16144,1684,-79,730,name
4095,2273,3135,2480,-16352,1532,-428,930,name
4095,2269,3121,3188,-15400,1688,-738,942,name
4095,2271,3140,3576,-16228,1264,-835,1679,name
4095,2271,3130,2784,-15440,1560,-252,761,name
4095,2291,3136,3584,-15468,1380,-195,898,name
4095,2359,3127,3436,-15696,1384,-974,765,name
4095,2361,3139,3180,-15476,1612,-155,742,name
4095,2333,3140,3244,-15680,1156,-892,677,name
4095,2317,3152,3252,-15848,1568,-593,652,name
4095,2315,3168,3476,-15928,1216,509,1730,name
4095,2413,3168,2964,-15696,1188,367,983,name
4095,2676,3244,1584,-15256,1052,572,2032,name
4095,3227,3481,2536,-15764,1424,263,457,name
4095,3226,3600,1976,-16308,1284,158,-215,name
4095,3216,3440,2172,-16044,1028,-250,1194,name
4095,3216,3345,1820,-15476,844,-235,728,name
4095,3215,3381,2436,-15760,1200,-240,901,name
4095,3214,3473,2604,-15876,1156,-149,605,name
4095,3212,3440,2764,-15828,828,-683,513,name
4095,3214,3238,2396,-16024,1156,124,844,name
4095,3210,3262,2380,-16040,852,-238,279,name
4095,3211,3211,2604,-16060,1276,-36,688,name
4095,3215,3243,2716,-16072,772,-756,779,name
4095,3209,3230,2868,-15644,628,-1070,514,name
4095,3215,3248,2736,-16920,1640,-1411,1699,name
4095,3202,3307,2132,-15740,1656,127,483,name
4095,3206,3248,2700,-16112,1132,-360,751,name
4095,3214,3270,2200,-15744,1272,66,943,name
4095,3204,3327,2832,-15748,816,-687,802,name
4095,3204,3313,2544,-16036,1348,-104,1167,name
4095,3206,3266,2100,-16152,1324,-106,443,name
4095,3201,3280,2592,-16168,1016,-703,725,name
4095,3203,3298,2340,-15844,1148,-645,949,name
4095,3196,3254,2380,-15484,1712,-54,1210,name
4095,3201,3266,2324,-16024,1208,-617,994,name
4095,3201,3220,2516,-15668,1460,-295,1032,name
4095,3201,3210,2388,-16032,1560,-693,1333,name
4095,3200,3199,2120,-16000,1456,-888,1013,name
4095,3199,3195,2368,-15924,1112,-838,748,name
4095,3196,3191,2064,-15708,1516,769,986,name
4095,3198,3194,2716,-16596,1300,-854,806,name
4095,3196,3179,2212,-14692,1584,-602,1315,name
4095,3197,3139,2176,-15800,1260,-351,1041,name
4095,3195,3140,2744,-16076,1808,-705,391,name
4095,3195,3136,4176,-16436,2332,-1809,1539,name
4095,3210,3200,-1472,-14256,4948,-547,4296,name
4095,3180,3179,5900,-16848,-3488,-2738,547,name
4095,3159,2992,5820,-15328,-2080,173,-89,name
4095,3172,3009,2908,-17596,140,126,-9764,name
4095,3134,3023,2632,-13884,-7876,-5401,-3576,name
4095,3185,2894,5760,-13808,-4284,1335,4060,name
4095,3155,2844,5384,-13948,-6280,910,3508,name
4095,3152,2798,5324,-15144,-5588,1453,1832,name
4095,3203,2835,4220,-16012,-4656,260,-667,name
4095,3205,2875,2068,-16304,-3572,-724,1193,name
4095,3201,2871,3212,-15436,-1388,-1840,2316,name
4095,3202,2939,2972,-15508,-3696,-476,114,name
4095,3198,2853,1712,-15264,-3912,-3175,814,name
4095,3200,2848,2316,-15356,-3808,-1557,1074,name
4095,3198,2832,1756,-14404,-3584,-588,1193,name
4095,3191,2864,2388,-15628,-4320,27,119,name
4095,3195,3283,1576,-15288,-3968,692,1525,name
4095,3200,3477,3948,-16236,-3532,1005,1846,name
4095,3191,3286,-616,-11780,-1172,2493,2238,name
4095,3196,3203,2752,-16364,-2428,-413,-210,name
4095,3191,3264,3012,-15260,-1968,142,823,name
4095,3194,3237,2100,-16136,-2168,791,314,name
4095,3194,3227,2072,-15712,-2856,-979,1336,name
4095,3194,3233,2380,-15060,-3004,-1223,1235,name
4095,3197,3243,1960,-15104,-3552,-1283,37,name
4095,3189,3359,2576,-15332,-3788,-1514,3649,name
4095,3190,3397,3488,-16904,-3248,-327,-512,name
4095,3189,3353,1720,-15872,-3612,-1747,1895,name
4095,3191,3449,2048,-14880,-3276,1435,-42,name
4095,3193,3362,1144,-14904,-5360,-3148,588,name
4095,3192,3234,1640,-15004,-4496,-1812,-968,name
4095,3191,3201,1860,-14848,-4532,-1308,1623,name
4095,3194,3343,2240,-15176,-4580,-429,-478,name
4095,3187,3236,1004,-15336,-4972,-1372,1791,name
4095,3188,3248,2328,-14996,-4260,-517,973,name
4095,3193,3253,1700,-15100,-4376,-265,29,name
4095,3189,3237,712,-14832,-4940,-1284,2108,name
4095,3187,3189,2012,-14912,-4488,-546,1652,name
4095,3184,3182,2172,-15484,-4588,-1068,866,name
4095,3186,3178,1516,-15416,-4540,452,477,name
4095,3190,3185,1960,-15248,-5136,769,1844,name
4095,3185,3223,2004,-15120,-4568,-814,1533,name
4095,3184,3207,2276,-15100,-4108,239,1548,name
4095,3184,3216,1616,-15308,-4496,234,1223,name
4095,3184,3218,2572,-15700,-3948,-744,1216,name
4095,3184,3213,2140,-15268,-4500,-156,871,name
4095,3199,3257,2308,-15476,-2132,3637,69,name
4095,3200,3186,1532,-16152,-1684,1059,373,name
4095,3195,3329,292,-15352,-2800,-2377,703,name
4095,3216,3173,2156,-14948,-2224,-595,1400,name
4095,3211,3179,1716,-15608,-3640,-1528,1100,name
4095,3205,3173,2736,-15288,-3048,-1819,447,name
4095,3205,3177,2004,-14612,-3360,1462,-2278,name
4095,3204,3194,2212,-16828,-3184,-454,1432,name
4095,3201,3184,1168,-15368,-3744,-160,1843,name
4095,3200,3184,2152,-15212,-3792,-363,1027,name
4095,3201,3225,1892,-15404,-3388,-369,446,name
4095,3194,3185,1760,-11972,-2228,1444,2332,name
4095,3193,3159,2508,-17328,-1356,-3224,-3272,name
4095,3193,3214,2656,-16168,-3004,-656,1067,name
4095,3195,3203,4132,-15924,-4132,-288,4792,name
4095,3197,3251,3240,-13852,-3744,-249,1428,name
4095,3193,3240,2496,-13388,-3156,-1047,-292,name
4095,3189,3237,2900,-15308,-3088,426,-2288,name
4095,3195,3215,2300,-15500,-2424,312,808,name
4095,3199,3199,3352,-16732,-2840,335,-636,name
4095,3194,3265,2332,-15352,-2572,32,647,name
4095,3200,3306,2812,-15100,-2796,748,314,name
4095,2261,2646,-4108,16024,960,-235,2082,is
4095,2257,2638,-3684,15660,-792,486,561,is
4095,2278,2645,-3952,16172,-816,-571,1353,is
4095,2253,2641,-3584,16036,-96,-361,553,is
4095,2240,2641,-4688,15620,-1264,430,726,is
4095,2241,2640,-4828,16304,-440,-565,91,is
4095,2208,2639,-5680,14736,-1588,-4652,3150,is
4095,2221,2638,528,16524,7412,-52,3606,is
4095,2221,2640,-1608,15948,4672,-486,-55,is
4095,2249,2637,-2728,15580,4968,780,598,is
4095,2227,2634,-2576,15840,3688,-311,980,is
4095,2227,2642,-3240,15936,4604,-625,872,is
4095,2220,2639,-3204,16028,3916,-597,-426,is
4095,2510,2669,6600,12944,800,-3786,-31351,is
4095,2839,2669,14820,9712,-4124,-992,-15120,is
4095,2686,2665,14476,8084,-3696,-8239,11902,is
4095,2749,2677,12512,7680,5520,-10934,25334,is
4095,2727,2686,4308,3348,17764,-5179,15442,is
4095,2751,2689,3032,2920,15624,497,-632,is
4095,2783,2674,1908,1780,16324,-1511,-996,is
4095,2721,2672,3508,2292,16108,578,-940,is
4095,2559,2672,5596,3416,15248,1134,462,is
4095,2587,2676,4540,2940,16736,-589,919,is
4095,2615,2663,3796,3096,15892,324,-26,is
4095,2700,2666,4624,3316,15836,-261,460,is
4095,2559,2665,4588,3560,15836,-758,575,is
4095,2637,2665,3840,3500,15676,-537,1280,is
4095,2559,2661,5348,3048,15388,-3090,751,is
4095,2559,2659,4484,3044,15664,-14,888,is
4095,2583,2661,4764,3200,15776,-195,1041,is
4095,2597,2660,4484,3480,15988,-362,810,is
4095,2601,2661,4576,3448,15672,-254,904,is
4095,2559,2661,4904,3040,16064,-306,522,is
4095,2559,2662,5224,3856,15940,2601,22,is
4095,2589,2666,5176,4904,15656,222,1193,is
4095,2623,2664,5488,4588,15688,-113,1312,is
4095,2629,2640,-4,9608,11672,8795,19355,is
4095,2398,2773,-1976,4640,13184,7101,14008,is
4095,2145,2737,-3852,11092,6672,5394,-3952,is
4095,2109,2688,-2824,14240,7932,1512,1176,is
4095,2077,2672,-2052,15032,7244,-49,282,is
4095,2060,2663,-1840,15304,6888,-820,78,is
4095,2070,2671,-2656,15780,7524,-102,442,is
4095,2086,2673,-2036,15108,6988,-489,1066,is
4095,2091,2672,-3004,15204,6960,-420,176,is
4095,2097,2671,-2740,15076,6848,-6,1268,is
4095,2093,2677,-2940,14944,7288,-128,2018,is
4095,2096,2678,-2336,15104,6336,52,2519,is
4095,2115,2672,-2140,15740,6376,-1109,516,is
4095,2134,2683,-2404,15116,6244,-895,675,is
4095,2145,2687,-2444,14800,6708,-196,1699,is
4095,2148,2690,-1324,15600,8096,-182,3519,is
