flex_index,flex_middle,flex_ring,accel_x,accel_y,accel_z,gyro_x,gyro_y,label
4095,3183,3211,-6616,14928,-776,-6316,10265,victory
4095,3173,3232,8820,18100,-15908,-20462,-32768,victory
4095,3185,3281,6204,13716,6060,-4418,-3570,victory
4095,3184,3326,6640,16468,-3572,-2,-4278,victory
4095,3197,3133,3852,18248,-2864,2428,-2090,victory
4095,3191,3024,3440,16320,1492,-1780,1039,victory
4095,3187,3134,5136,17752,-452,2625,70,victory
4095,3210,3545,-28,19376,-1784,4072,2891,victory
4095,3202,3199,924,16236,-1720,-1838,4808,victory
4095,2807,3199,1968,17316,-992,-3747,-516,victory
4095,2706,3115,772,15740,-312,-6145,129,victory
4095,2458,3200,-136,19556,-12116,-455,-1959,victory
4095,2518,3312,2984,16552,-1528,-5472,31593,victory
4095,3234,3213,6660,16412,1808,4637,14115,victory
4095,3213,3059,-408,14036,1868,3282,-1931,victory
4095,3161,3374,8280,16196,-8396,7539,-32384,victory
4095,2912,3223,2000,15596,-900,950,2999,victory
4095,2922,3411,7708,17196,-3796,-5799,32767,victory
4095,3162,3392,-1964,17708,3936,12441,7379,victory
4095,3150,3255,4424,15208,700,-1879,572,victory
4095,2880,3204,-2600,17868,1528,-5250,-32768,victory
4095,2949,3211,6472,14556,-5136,-12463,-19287,victory
4095,3015,3373,5468,15944,1600,2999,3941,victory
4095,2997,3291,-6028,15464,2472,-2662,32767,victory
4095,3187,3330,-2768,14692,1596,-2089,9268,victory
4095,3251,3489,-5296,17632,1988,3125,-32768,victory
4095,3248,3632,3976,15660,-984,412,-12850,victory
4095,3224,3054,4488,16184,-1280,-2890,-16998,victory
4095,3202,3035,2900,15396,80,-3344,-4074,victory
4095,3195,3425,1744,16364,-1532,-1705,849,victory
4095,3210,3114,760,16168,-3620,-2729,5226,victory
4095,3065,3239,2580,16184,768,-2498,-1371,victory
4095,3219,3358,4116,16824,208,1677,7291,victory
4095,3202,2999,3408,19008,528,3706,32767,victory
4095,3230,3373,-392,16292,3240,2392,32767,victory
4095,3213,3614,-3608,16752,3856,5416,12469,victory
4095,3195,3153,-1328,14976,-392,-1087,5605,victory
4095,2526,3307,-636,16056,-2216,1661,2613,victory
4095,2502,3575,-3028,11768,-12356,-20114,-32768,victory
4095,2674,3623,4256,17164,-5672,-5554,-22858,victory
4095,2496,3515,3600,15944,-892,-1678,-8666,victory
4095,2522,3445,-124,15724,-17984,11433,32767,victory
4095,2485,3461,-16,15612,980,2020,4844,victory
4095,2498,3363,-7500,16800,1776,2237,-32768,victory
4095,2471,3389,6192,16940,-3468,-12114,-20282,victory
4095,2592,3614,8492,15108,-4128,6971,23366,victory
4095,2450,3275,-1092,15788,-936,-3832,32767,victory
4095,2487,3217,-3324,16788,4376,-824,1034,victory
4095,2485,3312,-6148,15460,3112,1920,-7007,victory
4095,2486,3214,3188,15416,-2252,-11243,-32768,victory
4095,2448,3402,3368,16980,-3164,1197,-2401,victory
4095,2480,3338,2072,16056,-1920,-637,-612,victory
4095,2419,3280,1948,16480,-2296,-2124,-1460,victory
4095,2411,3329,1260,16376,728,377,522,victory
4095,2509,3235,10164,16464,-1076,1463,32767,victory
4095,2477,3315,-3460,16532,1820,3899,30666,victory
4095,2625,3471,-1388,16516,548,-922,2721,victory
4095,2732,3394,-3328,16264,-5396,9171,-32768,victory
4095,2463,3390,1024,15588,-4768,-8852,-19902,victory
4095,2635,3408,1748,17840,-3888,-77,1330,victory
4095,2514,3259,3100,16152,4788,5430,32767,victory
4095,2448,3280,-1696,15020,2512,5832,12346,victory
4095,2638,3279,620,14912,4380,-5389,2102,victory
4095,2734,3392,1624,15180,4928,-103,-32768,victory
4095,2559,3451,5168,14096,-5356,-13536,-32768,victory
4095,2857,3440,3960,15840,544,-2993,2319,victory
4095,2754,3393,2420,16932,-384,1440,5184,victory
4095,2635,3346,4168,16096,-72,95,3715,victory
4095,2800,3275,4624,12328,-884,18979,-5867,victory
4095,2817,3277,1268,14840,-9472,-5202,1122,victory
4095,2767,3262,1992,15080,-7104,-67,560,victory
4095,2789,3204,1440,15068,-6164,355,684,victory
4095,2771,3190,1628,14764,-5136,436,412,victory
4095,2739,3195,1612,17628,-11448,-4799,-2676,victory
4095,2802,3433,-6860,13176,-5056,5695,32767,victory
4095,2689,3335,716,15364,3160,-5239,3913,victory
4095,2672,3290,1356,16084,2312,-40,1123,victory
4095,2797,3274,5008,15908,-6992,-10917,-32768,victory
4095,2801,3251,1976,15336,3304,-4410,-2417,victory
4095,2729,3225,2324,16288,1428,2986,1799,victory
4095,2847,3244,752,16260,-1148,-3102,2105,victory
4095,2903,3222,556,16392,-904,-551,448,victory
4095,2846,3248,688,16540,-756,-724,1146,victory
4095,2875,3271,1692,16564,-612,-249,679,victory
4095,2926,3331,1956,16408,-292,-1092,1043,victory
4095,2905,3333,2396,16540,-368,-891,810,victory
4095,2927,3474,2380,16108,-128,320,1910,victory
4095,2931,3370,2296,16376,-180,-1028,416,victory
4095,3187,3655,2344,16460,2816,-228,584,hello
4095,3189,3668,3176,16656,3024,-435,1218,hello
4095,3185,3675,1716,16164,4588,-458,-1709,hello
4095,3195,3612,1820,16140,3888,-211,1022,hello
4095,3216,3613,1772,16192,3916,-902,1392,hello
4095,3215,3665,744,16628,4920,-597,4158,hello
4095,3204,3654,-780,15980,5080,-2316,1690,hello
4095,3211,3602,1336,13224,4076,5249,-1218,hello
4095,3216,3632,4008,14464,4020,4297,-2405,hello
4095,3211,3646,960,16140,3888,-3481,4217,hello
4095,3207,3635,2264,16880,1572,-147,873,hello
4095,3227,3641,1840,16944,3404,-565,-714,hello
4095,3210,3668,1916,15964,4416,-2858,766,hello
4095,3211,3669,3480,15020,6816,-2606,6371,hello
4095,3221,3660,2912,15604,7112,-1717,4162,hello
4095,3222,3666,6704,14052,6540,456,-8210,hello
4095,3098,3679,5200,14392,3600,1856,-7003,hello
4095,3085,3658,3952,13420,7544,-283,3853,hello
4095,3069,3621,4812,14108,3324,749,3230,hello
4095,3122,3617,2612,16132,3888,-2179,-1474,hello
4095,3133,3664,2180,17144,4056,2373,780,hello
4095,2957,3657,1884,14484,5196,-6225,4060,hello
4095,2953,3629,2708,12880,9680,-2486,3661,hello
4095,3031,3619,4308,13264,13456,2211,-3069,hello
4095,3121,3599,-160,11132,9480,-1671,5,hello
4095,3129,3619,5488,14416,9940,-857,149,hello
4095,3157,3666,2984,13016,8016,1575,-4254,hello
4095,3107,3658,6344,12172,10228,-2192,-465,hello
4095,2948,3643,6816,12344,9560,-3291,1125,hello
4095,3027,3685,3840,15396,12948,-7828,7431,hello
4095,3099,3643,2152,10200,12708,-3023,1836,hello
4095,3096,3632,324,9708,13164,296,-2985,hello
4095,3039,3631,836,8508,14884,4594,1095,hello
4095,3230,3600,4284,13144,9856,2874,-223,hello
4095,3024,3600,2240,14628,9768,-1265,320,hello
4095,3046,3583,2640,13660,10904,1301,1257,hello
4095,3109,3599,1944,12832,9484,-3587,2242,hello
4095,3125,3620,2528,12464,10968,-1473,1668,hello
4095,3135,3583,2956,13748,10804,-1415,733,hello
4095,3155,3583,5168,13820,6872,-1846,-4782,hello
4095,3199,3583,1336,12720,10564,-778,857,hello
4095,3171,3600,1976,12980,11588,-978,-1839,hello
4095,3157,3607,5184,10840,11512,-1582,1693,hello
4095,3157,3613,4804,11732,11356,378,2590,hello
4095,3139,3699,5512,13712,10136,-4031,2630,hello
4095,3069,3837,11764,9240,7856,2409,3942,hello
4095,2815,3798,7312,14176,8268,-3047,2468,hello
4095,2642,3812,6716,12928,9440,-309,421,hello
4095,2530,3696,5748,12800,9308,2441,2942,hello
4095,2711,3663,5252,13460,8424,-299,654,hello
4095,2743,3719,4900,13596,7732,-130,-10243,hello
4095,2653,3691,11232,15956,1364,-508,6870,hello
4095,2538,3775,6256,10852,-344,-237,-11011,hello
4095,2353,3628,13456,-876,-10120,11521,2635,hello
4095,2387,3549,14500,1284,-7396,560,294,hello
4095,2557,3491,14116,940,-8228,-1027,1284,hello
4095,2685,3686,12804,-732,-5344,169,4566,hello
4095,3085,3540,4016,1540,2904,-2897,11031,hello
4095,3208,3856,16320,464,316,-735,11608,hello
4095,3232,3888,22096,604,-740,-1581,2104,hello
4095,3247,3891,27544,0,-4164,-1159,-900,hello
4095,3246,3899,16256,-444,-1144,602,-10514,hello
4095,3095,3887,7620,1904,1552,-1376,2201,hello
4095,3248,3901,15884,-796,-932,-1200,11016,hello
4095,3228,3897,26088,-316,-1516,1262,1995,hello
4095,3234,3888,14500,-336,228,-84,-7026,hello
4095,3235,3655,9992,8,-20,-569,4265,hello
4095,3152,3888,19776,-268,-72,-690,8617,hello
4095,3244,3895,23208,-388,-116,613,-3888,hello
4095,3238,3891,10560,200,932,-513,-3651,hello
4095,3237,3894,10244,-288,656,-896,6653,hello
4095,3241,3888,22760,-180,776,-971,7095,hello
4095,3247,3894,22368,392,132,45,-8491,hello
4095,3259,3888,8864,764,1248,364,-3296,hello
4095,3253,3675,7232,664,116,-2052,6952,hello
4095,3266,3755,18356,1884,1320,-2081,10655,hello
4095,3263,3713,28368,3208,932,92,-1173,hello
4095,3253,3627,11876,32,316,1697,-11306,hello
4095,3249,3534,2632,640,1196,78,6860,hello
4095,3265,3899,15912,224,-680,-2848,9582,hello
4095,3259,3899,32536,-644,-1296,360,-3520,hello
4095,3248,3824,12268,-816,1620,171,-12520,hello
4095,3257,3743,3400,336,888,-924,4000,hello
4095,3249,3735,14804,1944,720,-5077,6769,hello
4095,3262,3910,26020,5816,1896,1914,5597,hello
4095,3248,3729,16876,992,1852,969,-8629,hello
4095,3248,3686,4948,444,1640,-607,1767,hello
4095,3259,3723,13788,664,-188,-3904,6785,hello
4095,3254,3898,24552,3804,1704,2196,12248,hello
4095,3254,3899,22944,2284,1968,923,-6675,hello
4095,3242,3703,7916,-188,1632,400,-3094,hello
4095,3244,3744,9520,1304,0,-3010,6974,hello
4095,3254,3903,21792,1788,-220,-3283,5580,hello
4095,3247,3902,28976,3480,1708,1896,-4669,hello
4095,3251,3907,12356,1424,1072,897,-10275,hello
4095,3267,3878,6068,1364,740,-209,2701,hello
4095,3259,3899,11704,716,-948,-2066,8577,hello
4095,3251,3885,20108,1256,-724,-1145,3312,hello
4095,3263,3906,20880,936,-1024,-2035,-237,hello
4095,3239,3734,16272,2200,-856,-2459,-4165,hello
4095,3231,3677,16240,1188,-4224,36,-458,hello
4095,3217,3648,15208,2000,-3204,-1025,544,hello
4095,3223,3696,15560,1708,-4056,-670,1023,hello
4095,3223,3658,15772,1756,-3976,-603,928,hello
4095,3200,3686,16104,1756,-4308,-27,1289,hello
4095,3233,3897,15580,2152,-2848,66,2625,hello
4095,3248,3886,15512,2188,-2192,65,1580,hello
4095,3249,3762,16156,1784,-2760,-470,947,hello
4095,3239,3633,15732,1928,-2436,-294,1378,hello
4095,3248,3671,15948,1852,-2248,-288,1673,hello
4095,3242,3619,16160,1852,-2296,-470,815,hello
4095,3245,3658,16252,1940,-2104,-485,696,hello
4095,3237,3661,16184,1936,-1996,-325,1190,hello
4095,3233,3632,15996,1824,-2120,-420,847,hello
4095,3238,3609,16028,2020,-1608,-312,925,hello
4095,3235,3635,16144,1808,-2020,-335,1051,hello
4095,3235,3623,16348,1740,-1848,-291,1601,hello
4095,3235,3509,16240,1816,-1348,-473,569,hello
4095,3245,3583,16992,-472,-1448,-1618,-2789,hello
4095,3248,3787,16392,-3688,-4220,-709,-3058,hello
4095,3235,3919,16676,-5868,-1508,-42,-1881,hello
4095,2800,3513,16072,-4572,-1848,-1186,-1786,hello
4095,2787,3467,14752,-4148,-868,-1026,1016,hello
4095,2899,3345,15236,-4496,-1716,-482,1203,hello
4095,3280,3471,15472,-4708,-1380,-81,1741,hello
4095,3270,3314,15880,-4956,-860,596,3282,hello
4095,3277,3101,15464,-6568,-996,-1094,135,hello
4095,3130,3095,14920,-6440,-2280,-2456,-2813,hello
4095,3149,3071,14320,-6116,-2748,-111,1690,hello
4095,3131,3086,15252,-5624,-2176,310,1917,hello
4095,3095,3023,14684,-5388,-1604,-1432,-405,hello
4095,3091,3099,11964,-4080,-9828,-7287,-13224,hello
4095,3154,3087,11304,-2936,-11936,-2306,-1793,hello
4095,3147,3067,11660,-2372,-8440,4978,18214,hello
4095,3220,3083,11196,2540,6504,1375,3189,hello
4095,3135,3184,17048,-76,3840,21,479,hello
4095,3217,3649,15756,2048,4676,1766,157,hello
4095,3227,3477,17660,72,2628,-3310,-6575,hello
4095,3275,3946,16168,-2124,-32,-7000,-5087,hello
4095,3226,3923,16344,-4624,-2220,1968,2541,hello
3920,3071,3366,15288,-1760,1548,1834,1006,hello
3814,3034,3232,16944,-1536,2264,1576,4083,hello
3842,2992,3127,15800,-1224,2688,-133,-552,hello
3843,2937,3169,15980,-1152,2316,-311,879,hello
3825,2928,3154,16204,-1544,1980,-656,529,hello
3857,2918,3226,16056,-1416,2104,-492,456,hello
3835,2911,3088,16316,-1452,2264,-422,739,hello
3840,2871,3140,16624,-1460,1948,-471,586,hello
4095,3253,3825,17352,-1124,448,-1517,-2386,hello
4095,3283,3936,17684,-328,-1312,-903,-1865,hello
4095,3281,3888,14284,3652,700,-5502,-7634,hello
4095,3161,3627,14668,1076,-924,1710,8948,hello
4095,3062,3216,17456,2912,936,-849,4987,hello
4095,3115,3187,16820,1352,1796,-711,2155,hello
4095,3289,3909,17308,2724,-380,-3534,-4656,hello
4095,3199,3895,17500,-804,-2428,1126,1559,hello
4095,3280,3328,14856,600,856,-419,-616,hello
4016,3209,3310,18052,560,-2120,-1383,-1240,hello
4031,3283,3715,16780,332,-2816,458,-6082,hello
3997,3122,3511,7564,3620,2196,1417,11339,hello
3978,3233,3537,16644,-452,2652,-162,-4204,hello
3967,3232,3389,18252,1796,-740,-2201,-5993,hello
3969,3274,3355,21444,-408,-6464,-642,1758,hello
4063,3235,3871,13924,-108,-8360,-4344,-18583,hello
4095,3299,3913,7848,204,-17876,-16601,-28269,hello
4070,3259,3906,1596,-104,-21180,1054,-4056,hello
4062,2929,3523,6260,2560,-18388,-2889,7202,hello
3968,3189,3607,20664,5072,-6780,4155,5002,hello
4095,3123,3839,30540,3536,428,882,-5815,hello
4095,3120,3814,27540,4424,-32,-842,-6879,hello
4068,3282,3363,24176,4656,-632,547,-212,hello
4048,3286,3214,24504,4776,-508,386,-68,hello
4095,3263,3267,23988,5544,184,2038,-811,hello
4095,3125,3371,20896,3144,2092,945,-1376,hello
4095,3285,3915,16644,3356,552,-1298,-2116,hello
4095,3275,3851,18692,5492,-676,-1652,7983,hello
4095,3279,3939,24052,4504,-364,-2038,-17477,hello
4095,3233,3687,14012,1592,2656,997,-5272,hello
4094,3095,3226,17316,312,1668,1126,207,hello
4095,3164,3405,18824,4416,428,-72,-497,hello
4095,3158,3322,17036,3216,1380,-543,-2398,hello
4095,3193,3907,15316,3952,-732,-1250,-6329,hello
4095,3027,3696,15980,3236,1240,2642,9836,hello
4095,3287,3856,16508,4140,2236,931,958,hello
4095,3274,3760,13444,2888,1856,355,-478,hello
4095,3290,3760,8268,932,1000,-832,-3748,hello
4095,3273,3834,10384,3248,500,-1221,4612,hello
4095,3219,3605,15488,5068,468,-2385,3922,hello
4095,3274,3712,18036,5004,1200,2203,2267,hello
4095,3204,3679,15284,3616,1136,-731,-2031,hello
4095,3280,3753,15200,4268,520,-1006,2249,hello
4095,3221,3603,14244,3872,-196,-889,1544,hello
4095,3209,3669,13488,4884,184,-875,1327,hello
4095,3194,3696,18928,5748,964,167,802,hello
4095,3162,3361,11500,3324,2104,-81,-124,hello
4095,3265,3483,11668,3892,1632,-2380,879,hello
4095,3254,3494,16176,2444,1776,-601,4859,hello
4095,3235,3515,18528,1908,2428,-1687,4038,hello
4095,3269,3423,16300,1552,2152,-88,-3113,hello
4095,3251,3358,13604,1320,1604,-603,-627,hello
4095,3262,3402,16512,1500,996,-57,3127,hello
4095,3261,3344,19536,2348,76,152,1967,hello
4095,3244,3371,15956,3256,796,1579,-4882,hello
4095,3255,3390,10332,2216,1628,-1226,59,hello
4095,3186,3312,15732,2064,84,-1173,4603,hello
4095,3191,3424,21204,2488,-180,1053,3659,hello
4095,3257,3438,19832,3276,784,1345,-3385,hello
4095,3229,3309,10616,2572,1236,-393,-3018,hello
4095,3246,3259,12404,2988,1180,-1898,4494,hello
4095,3222,3269,19128,2136,-344,-1875,2377,hello
4084,3159,3293,21072,1928,980,337,-467,hello
4095,3185,3225,14472,2352,1416,767,-648,hello
4091,3123,3213,13936,1680,676,-817,1151,hello
4095,3159,3205,16040,3236,2716,-2991,9481,hello
4095,3227,3287,19256,4280,3712,-61,2003,hello
4083,3202,3280,6632,3148,1908,-1701,-11801,hello
4095,3248,3274,12660,572,2888,-125,11725,hello
4095,3280,3237,22732,-3988,2176,-514,206,hello
4095,3279,3189,17240,3004,2076,-1494,-2560,hello
4095,3247,3497,17248,2720,2572,-2530,5100,hello
4095,3259,3314,14916,3384,4424,1923,-2354,hello
4095,3085,3333,13424,3412,3812,-2819,2036,hello
4095,3107,3536,19296,2020,-1632,-2941,4986,hello
4095,3231,3648,15844,2668,496,-2108,-7478,hello
4095,2960,3264,16060,2456,916,1453,6978,hello
4095,2878,3414,12184,5732,4944,1359,1917,hello
4095,2866,3561,14568,1320,3988,-1482,-2252,hello
4095,3261,3861,16356,3020,2040,-819,-9914,hello
4095,3245,3950,9512,1276,-308,-982,3660,hello
4095,3155,3946,14868,-3044,-4192,-1048,5535,hello
3999,3157,3872,5936,444,-3376,5408,23267,hello
3920,3147,3462,28108,-3100,300,-931,-6684,hello
3985,3063,3264,8300,9064,7488,613,4149,hello
3983,3097,3184,15476,1864,2536,-184,870,hello
4095,3119,3822,16676,1104,1808,-1894,-1698,hello
4095,3110,3950,16568,-452,1420,-3468,-7258,hello
4095,3253,3919,12724,3484,2960,-1244,-1053,hello
4095,3202,3950,16868,6132,132,1081,2817,hello
4095,3122,3863,21412,5524,3900,3707,-4018,hello
4095,3071,3927,20472,2228,664,1271,1206,hello
4095,3056,3859,13932,4652,2216,-284,-232,hello
4095,3023,3954,15136,2984,1160,-117,-1152,hello
4095,3113,3948,16256,2944,308,-1418,-718,hello
4095,3201,3947,18040,2728,-400,-2801,5183,hello
4095,3140,3952,19368,3624,-572,-676,3251,hello
4095,2379,3519,22212,5720,3380,2939,-4194,hello
4095,2431,3311,17244,4388,1904,1471,-6099,hello
4075,2335,3262,15184,4440,2328,1082,-3324,hello
4084,2329,3267,15916,4852,1756,450,-276,hello
4095,3024,3815,16272,3276,956,-297,-1533,hello
4095,3153,3856,15732,3408,416,-2568,2643,hello
4095,3275,3920,14236,2476,1992,762,-990,hello
4095,3303,3891,20336,4572,-2092,452,-5802,hello
4095,3216,3886,21020,3564,-2996,2369,-3325,hello
4095,2971,3947,11008,3532,1692,293,-4340,hello
4095,3063,3937,10152,1028,-1360,205,8777,hello
4095,3056,3895,20948,2844,-1128,-3322,2654,hello
4095,3060,3888,16492,2156,16,-989,-6939,hello
4095,3054,3899,12080,1628,-888,342,3766,hello
4095,3039,3891,21652,2740,-1312,-1488,4749,hello
4095,3051,3888,20252,3916,2264,1456,-2422,hello
4095,3040,3892,19792,-516,-624,2296,-390,hello
4095,3031,3945,13104,828,-608,-485,-1823,hello
4095,3066,3929,16436,1616,-1424,-369,3688,hello
4095,3110,3901,15660,2020,-2296,-838,1091,hello
4095,3071,3935,16228,1124,-1072,-831,1096,hello
4095,3209,3912,18300,1180,204,1727,5880,hello
4095,3154,3906,15508,720,2036,-1070,2284,hello
4095,3186,3906,16408,1504,2036,-1528,2872,hello
4095,3134,3903,16728,1576,1544,-810,20,hello
4095,3071,3888,14852,2492,1568,-787,862,hello
4095,3232,3769,16124,2760,2856,-4099,506,hello
4095,3186,3827,16284,2924,2680,-295,609,hello
4095,3202,3680,17252,2676,1644,-680,1795,hello
4095,3160,3675,16764,1176,1616,-742,-829,hello
4095,3248,3790,15588,1684,3220,-1,-555,hello
4095,3169,3610,16112,1772,1916,672,1613,hello
4095,3205,3703,16240,3344,1456,-1674,-1779,hello
4095,3203,3920,15712,3272,1652,-1188,553,hello
4095,3163,3947,16672,2896,-496,158,30,hello
4095,3214,3945,15544,3208,-1108,-1427,-2167,hello
4095,3120,3949,16008,3852,-3752,2791,4058,hello
4095,2651,3947,17788,2584,420,-1338,-648,hello
4095,2628,3888,6504,1732,3472,-1933,-807,hello
4095,3098,3890,11664,2040,5488,-1862,10624,hello
4095,3137,3888,23424,3168,3456,-101,9730,hello
4095,3095,3828,21684,1840,1464,810,-5034,hello
4095,2976,3878,9116,508,-1216,-978,-13916,hello
4095,2966,3890,11756,1656,1392,375,11331,hello
4095,2950,3877,16476,1948,2924,-2916,-9452,hello
4095,3054,3890,18208,2216,300,231,-506,hello
4095,3025,3881,16648,1396,136,-1677,-11417,hello
4095,3071,3898,15564,1756,1816,-1207,-7038,hello
4095,3011,3874,13740,2332,1756,-894,3372,hello
4095,3059,3878,9936,2976,2208,-842,-4853,hello
4095,3030,3883,14752,916,-2760,-6334,-32768,hello
4095,3035,3885,13872,2440,636,-5451,-32768,hello
4095,3031,3888,15524,1928,200,-2846,-15530,hello
4095,3039,3891,25760,-6256,-8384,2596,8536,hello
4095,3033,3882,22972,-3812,-4316,1494,8505,hello
4095,3201,3919,1796,2296,16660,-406,899,my
4095,3202,3909,1804,2196,16588,-438,791,my
4095,3202,3915,1800,2196,16600,-454,796,my
4095,3202,3918,1760,2224,16416,-432,888,my
4095,3205,3915,1756,2168,16676,-430,816,my
4095,3201,3913,1780,2136,16656,-457,870,my
4095,3202,3917,1788,2260,16500,-442,816,my
4095,3203,3919,1816,2268,16668,-437,842,my
4095,3202,3911,1676,2168,16488,-458,810,my
4095,3201,3915,1808,2204,16600,-457,844,my
4095,3203,3918,1768,2176,16584,-418,799,my
4095,3200,3915,1772,2248,16588,-442,838,my
4095,3200,3923,1768,2196,16656,-420,833,my
4095,3200,3915,1616,2144,16664,-422,838,my
4095,3204,3916,1532,2204,16392,-420,841,my
4095,3199,3917,1740,2292,16604,-424,826,my
4095,3200,3910,2424,2496,16660,-418,888,my
4095,3201,3914,1704,2304,16660,-473,859,my
4095,3201,3910,1472,1964,16368,-398,885,my
4095,3199,3915,1872,2184,16892,-419,837,my
4095,3199,3914,1764,2188,16520,-410,827,my
4095,3197,3920,1676,2220,16184,-400,607,my
4095,3201,3919,1424,2104,16068,-393,758,my
4095,3202,3910,1720,1952,16556,-309,644,my
4095,3200,3913,1952,2296,16716,-445,856,my
4095,3200,3890,1776,2208,16504,-407,794,my
4095,3204,3917,1764,2232,16544,-467,802,my
4095,3204,3918,1664,2196,16636,-441,803,my
4095,3203,3918,1796,2208,16592,-404,824,my
4095,3202,3911,1920,2200,16560,-422,830,my
4095,3200,3911,1644,2252,16660,-412,848,my
4095,3200,3920,1760,2220,16628,-443,853,my
4095,3200,3914,1800,2236,16568,-450,820,my
4095,3202,3920,1772,2228,16644,-423,819,my
4095,3204,3915,1764,2148,16544,-448,882,my
4095,3201,3919,1716,2188,16652,-456,830,my
4095,3201,3913,1800,2204,16516,-432,798,my
4095,3202,3916,1824,2236,16652,-467,878,my
4095,3200,3914,1732,2244,16724,-439,859,my
4095,3201,3920,1648,2252,16568,-437,834,my
4095,3207,3914,1824,2192,16444,-454,837,my
4095,3202,3915,1780,2192,16508,-449,837,my
4095,3201,3915,1592,2140,16324,-452,874,my
4095,3203,3920,1696,2160,16604,-398,839,my
4095,3203,3918,1760,2240,16648,-444,822,my
4095,3200,3915,1632,2276,16536,-414,867,my
4095,3203,3913,1836,2232,16396,-434,778,my
4095,3205,3922,1676,2256,16624,-402,847,my
4095,3202,3918,1792,2284,16544,-463,745,my
4095,3207,3921,1648,2188,16508,-435,885,my
4095,3205,3907,1732,2176,16472,-414,868,my
4095,3204,3914,1796,2164,16712,-454,821,my
4095,3195,3918,2008,2272,16504,-423,780,my
4095,3200,3915,956,1948,16660,-427,1359,my
4095,3203,3915,1640,2564,17300,-716,174,my
4095,3204,3914,5460,100,15380,1499,2740,my
4095,3198,3924,6728,-1120,13012,3723,-9958,my
4095,3216,3911,3604,1116,15908,-2266,690,my
4095,3209,3920,4260,1060,15276,-1214,-134,my
4095,3213,3910,3544,1184,16468,-567,779,my
4095,3209,3910,3572,916,16548,-760,665,my
4095,3211,3914,3772,1516,16672,-530,668,my
4095,3209,3919,3800,972,16128,-76,966,my
4095,3204,3913,4256,848,16448,545,3034,my
4095,3205,3920,3244,1792,16632,-343,533,my
4095,3198,3915,2444,1800,16788,-391,1009,my
4095,3202,3911,2404,1880,16488,-386,810,my
4095,3199,3905,2516,1796,16512,-440,812,my
4095,3210,3919,4352,2448,16448,515,2812,my
4095,3215,3919,1860,2232,16752,-381,1070,my
4095,3206,3920,2216,2352,17340,-804,1912,my
4095,3214,3916,528,2000,16944,-540,2119,my
4095,3227,3917,1688,2000,16216,-457,812,my
4095,3217,3918,1140,2476,16648,190,135,my
4095,3216,3911,2784,2732,17376,-150,2984,my
4095,3215,3910,1080,2256,16724,-446,793,my
4095,3201,3920,-4116,-180,16864,-849,938,my
4095,3204,3918,1396,2192,16468,-419,977,my
4095,3202,3916,1284,2224,16640,-396,889,my
4095,3199,3914,1244,2232,16640,-388,790,my
4095,3189,3915,1268,2288,16616,-392,764,my
4095,3191,3911,1104,2196,16568,-444,1018,my
4095,3194,3920,1032,2204,16528,-453,829,my
4095,3199,3914,1232,2116,16532,-462,952,my
4095,3200,3911,1524,2316,16828,-403,808,my
4095,3202,3910,932,1988,15920,-395,670,my
4095,3200,3915,752,2072,16540,-427,859,my
4095,3197,3915,1064,2224,16640,-407,786,my
4095,3200,3915,1436,2208,16632,-412,873,my
4095,3201,3904,1320,2208,16636,-406,841,my
4095,3200,3919,1316,2116,16536,-439,796,my
4095,3202,3914,1352,2240,16640,-396,840,my
4095,3201,3915,1312,2152,16768,-416,891,my
4095,3199,3915,1336,2224,16596,-445,858,my
4095,3200,3915,1436,2216,16624,-439,783,my
4095,3198,3917,1284,2108,16552,-418,853,my
4095,3203,3906,1196,2064,16608,-435,847,my
4095,3202,3917,1296,2196,16344,-412,806,my
4095,3200,3917,1552,2304,16564,-419,862,my
4095,3201,3920,1180,2272,16660,-418,797,my
4095,3200,3910,1348,2192,16444,-479,825,my
4095,3201,3913,1384,2164,16552,-424,853,my
4095,3200,3910,1440,2220,16664,-423,865,my
4095,3200,3919,1336,2212,16684,-389,836,my
4095,3202,3914,1432,2236,16516,-441,840,my
4095,3197,3910,1304,2256,16560,-410,846,my
4095,3197,3914,1400,2244,16616,-435,817,my
4095,3199,3915,1320,2172,16612,-412,848,my
4095,3200,3917,1376,2264,16660,-410,808,my
4095,3198,3917,1404,2212,16580,-412,823,my
4095,3200,3911,1460,2224,16704,-404,860,my
4095,3197,3920,1388,2224,16644,-426,836,my
4095,3200,3920,1368,2232,16724,-418,807,my
4095,3198,3919,1280,2264,16624,-454,822,my
4095,3198,3913,1300,2216,16528,-434,847,my
4095,3200,3919,1360,2248,16540,-429,851,my
4095,3197,3915,1316,2232,16620,-422,792,my
4095,3195,3917,1432,2224,16656,-427,857,my
4095,3199,3920,1404,2128,16600,-381,825,my
4095,3196,3919,1364,2292,16580,-419,892,my
4095,3199,3917,1384,2280,16624,-453,835,my
4095,3191,3915,1380,2180,16636,-435,890,my
4095,3194,3918,1356,2224,16564,-426,815,my
4095,3198,3918,1304,2204,16596,-420,801,my
4095,3200,3947,1192,2184,16464,-423,789,my
4095,3198,3914,1288,2176,16624,-398,874,my
4095,3200,3919,1364,2156,16644,-424,837,my
4095,3195,3914,1352,2244,16516,-416,793,my
4095,3195,3920,1548,2268,16716,-463,887,my
4095,3044,3923,16692,9212,-5700,2890,-14624,my
